ids,Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address,Avg Area Comfort
3958,68704.61174,4.917396066,7.113702144,3.14,40183.03473,"$1,020,145.97 ","18094 Walker River
Matthewmouth, IN 75818-3834",
3959,72994.02315,6.584041415,6.579368087,3.4,40449.96173,Rs20093.811649510797,"673 Gibson Circles Suite 962
South Andrew, FL 87783-2655",
3960,53847.54969,5.400851894,?,,23852.69496,"$569,876.77 ","7639 Alexandra Way Apt. 400
Mooneystad, ID 09802",
3961,62992.1901,5.913662974,7.054529483,3.27,23116.79338,Rs11564.147516627392,"07743 Michael Glens Suite 132
Lake Gabrielashire, NE 68478",
3962,83004.61836,4.456986609,6.317806798,4.07,44194.65852,"$1,325,354.51 ","297 Reynolds Greens Apt. 163
Jonathanstad, FL 82710",
3963,73699.78263,8.18125291,?,,34445.8909,Rs22812.88047507345,"18880 Ramos Loop
Matthewborough, FL 68043",
3964,44834.02158,6.442184278,6.362455875,4.34,40784.38132,"$757,469.02 ","24988 Roach Pines
North Allisontown, PR 01335",
3965,69495.74927,5.960923959,9.500832821,3.37,36248.75863,Rs19343.823671646187,"73212 Diane Camp
Lake Maria, MO 55537-5224",
3966,72581.89951,4.288708647,?,,26765.18425,"$1,004,340.04 ","844 Charles Stream
Samuelview, NJ 14509-7731",
3967,76908.50551,4.959395788,8.882339499,3.43,57322.841,Rs26106.465925188353,"0534 Palmer Canyon Suite 267
Tiffanymouth, NH 63798-5081",
3968,70658.46102,6.715244941,7.579642063,6.34,32688.7829,"$1,262,187.04 ","402 Ortiz Shoals Suite 053
East Deannaview, OH 88507-7776",
3969,72405.65003,4.4506074,?,,32748.7865,Rs9575.826888219075,"41617 Nicholas Ferry Suite 806
Perkinschester, VA 33951",
3970,62893.64668,5.212987002,7.694546767,4.5,35593.55018,"$1,271,518.96 ","0454 Brianna Radial
Christopherhaven, MH 84564",
3971,76626.75782,7.489032361,6.561406388,2.37,20782.08982,Rs17786.611361311316,"884 French Mountains
New Austinton, UT 96635-9122",
3972,67781.08775,6.013383633,?,,43570.83166,"$1,424,389.48 ","473 Martinez Manors Apt. 711
North Robertchester, FL 17689-6624",
3973,74004.13042,6.706485256,5.785742624,3.18,25909.19733,Rs14381.030227234867,"961 Benjamin Village Suite 910
Coxfurt, VA 54297",
3974,62006.20326,5.735932506,8.653682943,4.11,53450.07286,"$1,536,899.08 ","7107 Nathan Neck Apt. 835
Jeremyside, DE 56708",
3975,66698.24733,5.392094465,?,,40558.23902,Rs15545.004085021366,"327 Michael River
Harringtonbury, TN 48100-3204",0.794635851
3976,74562.3907,5.346656267,8.883171964,6.2,18597.58899,"$1,165,877.67 ","76830 William Spur
North Dennisborough, NJ 77736-3759",
3977,67715.21701,4.745733103,6.403764217,4.29,38555.18185,Rs14665.565788887128,"254 Silva Coves
Jorgetown, PA 58403-1657",
3978,49055.28186,7.740133868,?,,26841.43399,"$1,244,631.00 ","Unit 3354 Box 0509
DPO AA 43248",
3979,66484.84424,5.700884776,6.90887064,3.4,28002.64709,Rs11646.78919368896,"483 Choi Falls Suite 958
South David, UT 15496",
3980,72899.6582,5.22204019,6.861010129,4.21,39311.14754,"$1,270,928.03 ","039 Riley Divide
North Seanmouth, AK 27303-1827",
3981,67076.26779,4.069649993,?,,35182.00509,Rs13301.582396925665,"4465 Butler Port Suite 334
Potterfort, GU 07071",
3982,49198.62891,6.375401943,6.857199036,2.22,44786.52968,"$913,978.57 ","826 Price Lodge Apt. 957
East Monica, NV 24427-2388",
3983,56374.21297,5.712045813,6.903349155,3.48,35084.59224,Rs11416.101371151668,"0392 Russell Pines
Vanessachester, ME 86976",
3984,78077.11195,7.164631467,?,,40737.41719,"$1,729,392.20 ","030 Nicole Pass Suite 606
South Christianmouth, IN 41626",
3985,71103.17572,5.676345575,8.039884116,5.24,59442.37559,Rs20250.503480408664,"88096 Campbell Coves Apt. 230
Russellchester, FL 07349",
3986,59904.84805,5.128553727,5.661512496,4.19,35188.77285,"$752,168.07 ","USS Frost
FPO AE 14077-5917",
3987,67672.94127,6.334180261,?,,39902.45965,Rs20679.08090459319,"36614 Fisher Forges Apt. 509
Leeview, MH 89420-6646",
3988,67123.99452,5.446212215,6.9961141,4.43,56400.27739,"$1,327,806.73 ","110 Johnston River Apt. 404
Crystalchester, OK 52258-1753",
3989,65274.13995,9.519088066,6.203728816,2.05,25620.91569,Rs18665.419328607954,"96381 Sonya Mission
East Kevin, OK 68218-3510",
3990,61827.54396,7.395256895,?,,31309.43894,"$1,235,591.83 ","1604 Wilkinson Tunnel
Lake Lawrenceburgh, TX 40964-2749",
3991,50041.12522,5.981267363,8.699555304,3.08,68311.69582,Rs21689.01986772135,"300 Jamie Freeway
South Marioshire, MI 12514-5439",
3992,68870.37884,5.283012432,6.236221561,2.12,42188.36249,"$1,099,959.64 ","Unit 4845 Box 2656
DPO AE 68663",
3993,56247.30619,6.950313963,?,,36910.30353,Rs17189.21016852694,"53083 Russell Skyway
North Reginaldfurt, KS 45504",
3994,79763.06157,6.082694954,5.891707893,3.36,53615.34994,"$1,441,312.17 ","2047 Jodi Turnpike
Johnfurt, MA 96951-8875",
3995,50661.0223,5.793192349,4.878600638,4.28,44261.86804,Rs11055.048757841865,"273 Powers Fork Suite 167
Russellport, ME 52621",
3996,65142.75686,7.811442265,?,,42574.65598,"$1,443,228.29 ","56438 Swanson Pine Apt. 589
East Ralph, ME 69500-6236",
3997,53641.31029,4.50962279,7.728757647,5.4,36472.17905,Rs8214.092800558823,"5215 Robert Circles
Paulfort, AR 94686",
3998,55716.53957,5.039489621,5.615992213,4.17,42051.29546,"$809,057.46 ","25009 Erik Junction
Curtismouth, MP 58591-5659",
3999,68267.50282,5.907275394,?,,35935.49687,Rs18452.51155729341,"7609 Morse Trail
South Cody, AZ 06438",
4000,83444.99369,missing,6.029291539,2.43,44807.98836,"$1,514,555.08 ","2452 Holly Forge
Jonesville, FL 71030-2432",0.539666293
4001,76609.91724,3.770547698,6.700456133,3.21,55430.31157,Rs16195.855782726308,"624 Alyssa Plains Apt. 752
New Charlesstad, DC 55271-6451",
4002,78685.83503,7.020022836,?,,34767.78842,"$1,672,445.35 ","495 Hill Green
East Kyle, SC 87017",
4003,86232.59959,4.277772701,8.916065688,6.44,38437.36258,Rs19957.024401764644,"Unit 8468 Box 1021
DPO AA 81950-7765",
4004,75867.23111,6.588824283,6.756785869,3.11,32319.5475,"$1,408,427.76 ","5425 Alvarado Stravenue Suite 664
Lindseymouth, PA 50595",
4005,73428.34904,6.543374014,?,,42332.30062,Rs19299.906191937254,"20495 Melissa Gardens Suite 101
North Laura, CO 17542-6982",
4006,74994.85564,5.094685269,7.44884654,3.13,41651.64848,"$1,301,486.69 ","9972 Frank Stream
Lake Jasmine, WY 31336-2690",
4007,58779.08967,8.190106862,7.272833458,6.19,38936.0429,Rs19637.45982554603,"501 West Divide
Port Michelle, TX 06963-2825",
4008,49756.61405,5.791471015,?,,44877.43863,"$975,384.18 ","3660 Nicole Flat
Landryburgh, DE 79241",
4009,71135.38992,6.469121766,7.834605896,3.26,15441.82724,Rs14515.991990528666,"69116 Webster Fields
West Alisonview, MH 37273-4393",
4010,82919.89104,5.776610972,5.900321138,3.17,44985.26192,"$1,527,676.37 ","204 Arias Grove Apt. 165
Barbarafurt, AZ 60551-8117",
4011,59492.13822,4.390785267,?,,46608.27189,Rs14380.46070773866,"8614 Anthony Knolls Apt. 406
Davidsonview, NE 45957-8349",
4012,70363.58025,7.224465969,6.011897278,2.36,22201.1255,"$1,054,249.21 ","PSC 5623, Box 7679
APO AP 93864",
4013,70946.91099,6.554022364,5.29682702,3.04,41818.59399,Rs16190.169323649561,"49059 Peters Glen
East Debbieburgh, CT 93304-2440",
4014,78646.30868,4.084091884,?,,17551.70639,"$920,951.57 ","599 Vanessa Springs
West Kaitlinton, CA 56383-3070",
4015,73273.33404,6.291080412,6.497472775,4.18,36790.91474,Rs15106.452735401914,"03779 Ashlee Mount Apt. 453
South Timothymouth, PR 42283",
4016,84115.12106,7.85725643,6.683281712,4.25,21776.72769,"$1,731,564.38 ","2564 Jeremy Parkway Suite 094
Port Eric, IA 39750-1691",
4017,79433.27774,5.124179449,?,,40077.74753,Rs16488.44115418106,"55398 Lawrence Drive
Port Teresafurt, MO 40683",
4018,69647.70865,6.152713586,6.705944616,2.24,41612.16759,"$1,473,680.60 ","9923 Misty Lock
West Jason, SD 47423-5014",
4019,79638.99807,6.411172314,8.500659314,3.44,37129.97368,Rs24701.126973511004,"457 Park Locks Apt. 056
North Tracey, DE 03303",
4020,76856.30386,5.507289183,?,,29382.08979,"$1,254,938.14 ","7670 Richard Branch
Aimeeburgh, OK 15281",
4021,82199.35452,6.654755323,7.25829112,5.08,33609.24595,Rs21848.819092698584,"471 David Corners
Kennethburgh, WA 92120",
4022,72814.15708,6.488907285,6.825332885,2.39,37882.63334,"$1,367,130.35 ","71649 Susan Mews
South Alishaburgh, VA 83826",
4023,75167.81195,6.499624652,?,,32966.1968,Rs17706.147976257664,"5038 Renee Mount
Craigchester, WA 52680",
4024,70507.74702,6.228799162,6.850891932,2,41981.02093,"$1,332,042.91 ","USCGC Carrillo
FPO AE 12579-7463",
4025,46931.57582,7.525739655,7.411213425,3.16,22190.12926,Rs11909.536488525702,"074 Pamela Crescent Apt. 243
South Alexisbury, MP 43498-1835",0.017578013
4026,60137.34538,6.547295774,?,,15994.12967,"$832,691.18 ","788 Warren Rue Apt. 896
Lake Michelle, MP 85827",
4027,66026.61208,4.173577215,6.346072053,4.09,43645.38548,Rs11803.322433222169,"5675 Rachel Unions
Lake Angela, PW 30864",
4028,76161.63368,5.461126677,6.73812855,3.15,13801.92076,"$715,460.47 ","43204 Daniel Forks Apt. 619
Port John, NJ 56009",
4029,69586.47553,6.392390952,?,,35253.99541,Rs20132.826957026387,"199 Charles Crossroad
Waltonton, OK 28554",
4030,86859.20443,5.701271062,7.88847287,3.23,46559.98377,"$1,942,640.27 ","PSC 6264, Box 7264
APO AE 69725",
4031,68182.46514,5.982990281,6.420078343,4.48,41933.848,Rs15670.522140152112,"614 Ramirez Mills
Paulton, ME 24476",
4032,60379.36154,8.139623645,?,,43552.35859,"$1,675,523.37 ","355 Rivas Vista Suite 528
New Elizabeth, CA 07155",
4033,55430.0968,5.645572559,6.925359976,3.31,36332.25465,Rs11817.613647625754,"03909 Melissa Shores
Theresamouth, FM 66053",
4034,50016.42882,5.584992599,5.662718229,3.26,29559.22607,"$497,368.04 ","36648 Justin Dam Suite 426
Robersonborough, FM 14566-2618",
4035,49563.54454,5.221901667,?,,23819.28222,Rs7234.626527000306,"14150 Chad Passage
South Jennifermouth, MI 31940",
4036,74279.92623,6.929480579,7.369607416,5.4,26947.1525,"$1,422,004.01 ","60183 Angela Loop
West Markview, GU 22828",
4037,73421.02196,6.631533818,7.771788544,5.11,35630.89129,Rs19883.86731541415,"1608 Sullivan Manors Apt. 635
Marshallport, NE 55068",
4038,74253.19461,4.937953324,?,,26956.9224,"$1,279,279.80 ","90661 Christine Ramp
Jeanmouth, WA 05188",
4039,80072.50965,6.762954361,7.832812175,4.29,32415.89703,Rs24519.792530511924,"097 Rodgers Meadow
Jamiemouth, WA 69697-6589",
4040,67501.01709,5.700168636,5.406339146,3.25,27412.79641,"$807,916.31 ","63105 Christopher Squares
North Kaylastad, ME 96306-6752",
4041,69569.81267,5.182681463,?,,27112.99614,Rs14354.695836314746,"PSC 8343, Box 1708
APO AE 20704-2228",
4042,81997.68496,5.405307087,4.472098219,4.46,38628.41341,"$1,232,872.36 ","6725 Tucker Path
Chaveztown, KS 39646",
4043,68227.88157,6.108941426,5.891687754,3.06,38294.55889,Rs13842.052649766096,"60062 Butler Isle Apt. 286
Christopherland, HI 76306",
4044,74180.58221,5.821696304,?,,31461.73366,"$1,140,209.08 ","99661 Johnson Valleys
Johnberg, DC 94311",
4045,65801.23308,5.974145956,6.832161238,4.42,42607.23457,Rs17401.356991229906,"USS Whitaker
FPO AA 99014-4914",
4046,70719.52095,5.492973781,7.813691103,3.21,29301.47935,"$1,044,017.43 ","70037 Turner Parkway Suite 002
West Michele, ND 09161",
4047,59563.08494,6.167697156,?,,24196.14147,Rs12087.250205211038,"558 Jeffrey Parkways
Lisaville, FL 54897-6198",
4048,57311.80815,5.678351891,8.161782463,6.39,38929.92619,"$1,200,888.77 ","3970 Benjamin Walk
Beanville, GA 24531",
4049,76448.09182,6.854163168,6.802429649,3.25,23214.70296,Rs18834.92946596174,"67135 Anderson Ridges Suite 891
North Tamistad, PR 58979-1600",
4050,68934.61663,5.891402459,?,,27479.08132,"$1,109,260.85 ","581 Jonathan Highway Apt. 682
East Lindsay, MT 17494-6010",0.077625698
4051,74274.11058,5.423909775,7.684206048,6.5,32789.06251,Rs17962.701034428857,"21403 Gibson Harbors
New Rickeyside, MS 15391-1266",
4052,82115.11383,6.743745454,6.977569052,4.47,46052.47816,"$1,796,531.90 ","591 Fernandez Ports
North Angelaside, MP 72848",
4053,57671.35292,6.260993427,?,,30496.29345,Rs12812.066604691447,"511 Parker Plains
Lake Paige, TN 66753-2740",
4054,68061.8143,5.776912412,8.067645702,3.02,30689.3026,"$1,255,736.41 ","3460 Melissa Shoal
Lisachester, ND 84821-7611",
4055,73334.68387,5.305891887,5.954193531,2.45,32270.8275,Rs12467.48412397008,"22941 Stark Hollow Suite 275
East Chelseafort, MN 05973",
4056,87295.08843,6.099807764,?,,23399.85224,"$1,116,680.15 ","4782 Curtis Plaza
Taylorshire, WV 81216-5334",
4057,77969.99352,5.359050538,8.133114034,4.08,29941.39892,Rs20258.87136970111,"546 Joseph Wells Suite 161
Laneberg, NC 15051-8273",
4058,66997.40261,6.511274455,7.579983232,3.41,55761.36733,"$1,788,786.46 ","753 Robin Vista
Lake Kristy, MP 76281",
4059,69232.94678,5.283882343,?,,23728.2407,Rs15257.58767911496,"571 Dixon Stream
South Barbarashire, WA 67750",
4060,69686.32017,5.367354697,8.329114583,5.41,41007.66,"$1,148,508.03 ","76306 Danny Expressway Suite 720
Ianside, MA 48504",
4061,60664.89714,5.504294209,7.384769882,6.2,37712.83942,Rs13723.64371460754,"50565 Austin Pike Apt. 382
Noblefort, GA 64078-9562",
4062,60837.72748,6.864730498,?,,58168.62144,"$1,543,966.43 ","87580 Suzanne Viaduct
Andersonstad, MI 97761",
4063,70944.65345,5.763861664,7.176793304,4.42,18268.47755,Rs13732.690794745982,"2119 Marsh Springs
Kellymouth, MP 07861",
4064,63307.83358,6.059462236,8.022491297,4.18,31956.5242,"$1,286,974.70 ","122 Kevin Stream
South Donna, MD 76364",
4065,69240.13238,4.742875352,?,,34500.5783,Rs15596.49054830784,"261 Harrington Dam Apt. 946
Johnmouth, PR 12717-7791",
4066,52840.21116,6.855065813,6.855512563,4.06,40736.73807,"$1,268,421.10 ","449 Sarah Manor
Robertberg, CO 36997-5858",
4067,51480.4134,6.198157646,8.732593882,5.23,29802.71071,Rs13172.98523717175,"3528 Gray Harbors Suite 412
Ericberg, GA 34088",
4068,61956.88622,5.312716435,?,,32898.29808,"$1,128,895.12 ","42150 Charles Roads
Sarahview, TX 23286",
4069,83408.78733,6.224970591,5.605024326,2.09,59346.89131,Rs23609.08176603863,"329 Carroll Garden Apt. 199
Patriciahaven, UT 57426-1034",
4070,68953.48361,5.16799482,6.946762926,2.1,13008.4873,"$568,842.54 ","829 Nicholas Fork
Karlview, NY 69693",
4071,66909.67317,4.062422165,?,,34625.34664,Rs10954.653135934017,"84837 Miller Ways
Eatonberg, WA 00797",
4072,64707.74566,6.371568823,5.95444541,2.24,23746.00113,"$931,733.36 ","USNV Turner
FPO AE 36440-1787",
4073,52933.91445,6.897481352,5.849840776,4.35,44766.76114,Rs16248.478018753627,"47810 Harris Prairie
South Alexandra, WA 19642-8250",
4074,81745.07846,7.149667268,?,,21021.01916,"$1,626,659.96 ","3022 Bryant Junctions
North Amandamouth, CA 51797",
4075,79663.7974,6.679506176,5.233763008,3,32806.85495,Rs17313.02526182911,"125 Jay Radial
East Brandonport, OK 68905",0.144201685
4076,66039.62218,4.568031707,5.243971276,4.5,28616.05068,"$752,357.28 ","8803 Marvin Trace
Lake Debbie, AK 81237",
4077,74079.02814,7.469086863,?,,32447.39919,Rs22617.860588327745,"USCGC Kaiser
FPO AP 82517",
4078,87736.40305,7.007093242,5.397883695,2.37,28113.78539,"$1,578,146.34 ","5034 Stevenson Meadows Suite 188
Littlestad, SC 05483",
4079,57657.89956,5.391957403,4.904768369,3.38,35437.88701,Rs9756.20352453689,"6615 Cole Brook
Port Jamesfurt, AZ 02926",
4080,77415.70269,6.045718887,?,,11915.2811,"$1,009,854.70 ","037 Rodney Keys Suite 061
Stokesbury, NM 33106-4508",
4081,82868.47156,4.593850381,7.322530062,5.49,20957.76529,Rs14822.07874451514,"157 Mendoza Gardens
Williamhaven, DE 70779",
4082,76395.84651,7.264638861,5.61378846,3.12,49784.7157,"$1,626,125.17 ","303 Allen Mountain
Wilsonbury, RI 31109-9742",
4083,54453.08162,5.635768404,?,,40552.0869,Rs13332.942392379866,"72757 Shawn Ranch Suite 164
Harrisonbury, OR 58149-5700",
4084,71380.62142,5.775151934,8.029918808,3.43,36428.04221,"$1,295,967.39 ","074 Thompson Cliffs Suite 501
New Elizabethburgh, WV 32301-5149",
4085,64193.8685,8.063975517,6.79701992,3.27,42961.5096,Rs20611.522219779956,"19604 Sarah Spur Apt. 293
Russellchester, PW 47848-0324",
4086,77513.92579,5.557758131,?,,34958.43039,"$1,360,910.73 ","08861 Powell Locks Suite 444
Davidmouth, TX 47690-6836",
4087,100741.2986,5.87072628,6.644853064,4.33,26041.48762,Rs21932.30771016432,"5155 Virginia Station
Fischerberg, PA 75078-8129",
4088,75391.68176,6.484387168,5.903753582,3.17,43359.02128,"$1,435,769.77 ","847 Winters Loop Suite 036
Staffordville, FM 06029",
4089,88721.12121,5.985678673,?,,30965.57789,Rs20386.497665088136,"882 Salas Course Apt. 021
Port Erica, WA 18765-4834",
4090,75819.79878,6.697936535,6.377735419,4.11,28938.79513,"$1,373,106.57 ","916 Brady Trafficway
Smithland, IA 21092-0828",
4091,54497.32419,5.613641023,7.343520602,4.04,29180.09763,Rs10082.887676768109,"8639 Jerry Freeway
Stephanieborough, WA 24745",
4092,73255.23111,5.407872112,?,,41368.95474,"$1,413,105.49 ","1365 Morgan Bridge Suite 385
Thomastown, MI 80735-1143",
4093,67176.77038,5.976464799,9.515694091,4.14,40456.01336,Rs19204.23684142773,"242 Smith Cliffs Apt. 583
Alexandermouth, ND 25093-7275",
4094,62358.4041,6.870976759,7.326975754,4.19,35365.9456,"$1,212,276.36 ","112 Mark Glens Suite 136
Lake Jason, WY 98504-0312",
4095,69059.56222,5.886479916,?,,35742.17833,Rs18087.193427829858,"PSC 5910, Box 8189
APO AE 58329",
4096,60912.66434,7.250793799,6.940807628,2.14,25279.9914,"$1,056,225.69 ","3421 Fuentes Run
Millerton, TN 40497-9082",
4097,60049.85997,5.659088297,7.817119619,4.5,41798.66542,Rs18463.832765734278,"8607 Mary Islands Suite 956
North Russell, MA 04668",
4098,75024.02332,5.912490078,?,,35673.18146,"$1,194,440.29 ","638 Michael Field
Port Christineberg, ND 80365-5765",
4099,71324.30445,4.086691139,6.020985036,2.29,27362.18991,Rs11442.128261333995,"2720 Michelle Motorway Suite 701
West Robert, ID 94081",
4100,71430.14216,4.573025536,8.951042093,5.43,45173.02171,"$1,471,031.42 ","400 Jacqueline Ville
Meltonborough, OH 17880-0244",0.223555298
4101,72646.94532,6.287913286,?,,51126.89179,Rs21687.906547480092,"87758 Michele Court Apt. 732
Costaview, MO 92235-1436",
4102,51338.96657,6.2927941,6.804736199,3.4,28731.74977,"$781,524.18 ","5565 Hughes Tunnel
Martinview, AZ 36561-6760",
4103,74435.94994,3.533102865,6.144249343,3,51546.47134,Rs17726.94851977711,"038 Hannah Knoll
New Kyle, CT 40894",
4104,61687.39442,5.50791348,?,,45279.16397,"$1,210,826.77 ","908 Davis Mount
Harrisonburgh, RI 63275",
4105,69284.90957,5.486130126,6.980574624,3.13,37680.55591,Rs16788.84086991545,"410 Daniel Orchard Apt. 391
Murraychester, MH 13629-1447",
4106,66189.96558,8.300241409,7.765121473,6.45,24912.22707,"$1,497,377.18 ","0641 Haney Wells
Smithtown, MD 10999-1822",
4107,58846.48745,7.973923042,?,,37979.30936,Rs15462.666209600382,"USNV Thomas
FPO AE 18133",
4108,81823.33891,5.303665743,8.65995966,3.18,31555.74311,"$1,556,256.44 ","3555 Rodriguez Mountains
Markstad, RI 39801",
4109,63353.80354,4.894943685,7.307411976,4.39,37717.60297,Rs12434.880909387019,"38001 Nicole Mill
Taylorville, AZ 62203",
4110,88531.09622,6.300154239,?,,34410.19144,"$1,842,065.95 ","8155 Young Road
Hopkinsbury, MA 30967-3412",
4111,71901.33353,6.72160432,6.075580589,4.3,36966.47466,Rs18857.265306338253,"7911 Marcus Centers Suite 171
New Aaron, MD 01881-8147",
4112,72646.50599,4.961008008,7.84230638,4.26,35628.82539,"$1,285,019.14 ","459 Hall Street Suite 619
Pamelaberg, SD 16934",
4113,75691.90024,4.639658329,?,,24436.95311,Rs11560.599461892265,"464 Allen Locks Suite 511
Jamesborough, MT 58821-7233",
4114,67830.62875,6.498984898,8.117273777,4.41,10841.33307,"$1,077,059.16 ","PSC 1508, Box 8246
APO AA 48060-7382",
4115,70933.3988,5.335397148,6.00565649,3.16,40092.33616,Rs14515.132827828453,"167 Anderson Hill
New Charleshaven, MA 94790",
4116,45750.49358,4.814478444,?,,39692.76316,"$494,609.03 ","0870 Ramos Squares
Brettburgh, KS 51322",
4117,57060.09627,4.5139821,7.189525628,3.02,36853.69458,Rs10229.530615289594,"PSC 3365, Box 1233
APO AA 67223",
4118,75144.86605,7.516445643,9.100083063,6.32,21261.14922,"$1,658,571.86 ","781 Collins Trail
Richardsonshire, SC 87763-3376",
4119,71363.21381,7.286030921,?,,27965.20349,Rs17446.77491977122,"294 Daniel Mission
East Dana, NM 10193-2681",
4120,70169.71055,6.227944968,7.651813065,3.36,35197.38496,"$1,217,021.52 ","9874 Jesus Pike
East Anthony, MT 02062-5778",
4121,56576.55293,5.852522501,6.22945854,4.37,38519.04251,Rs12536.389791070362,"12080 Haynes Courts
Lake Natalie, RI 97989",
